,aro_llm,cor_llm,marca_llm,tamanho_do_quadro_llm,genero_llm,tipo_llm,material_do_quadro_llm,modelo_llm,aro_de_roda_llm,numero_de_marchas_llm,tipo_de_suspensao_llm,recursos_llm,alimentacao_llm,potencia_do_motor_llm,tema_llm,modalidade_llm,tamanho_llm,peso_suportado_llm,adicional_llm,tipo_de_freio_llm,title
170,29,PretoVermelho,Absolute,Não informado,Não informado,Não informado,Não informado,Nero 4,29,12,com trava no ombro,Cabeamento Interno,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Pneu com Faixa Bege,Hidráulicos,Bicicleta Aro 29 Absolute Nero 4 Cabeamento Interno 12v Garfo Trava no Ombro Freios Hidráulicos Pneu com Faixa Bege - Preto/Vermelho
171,29,Prata,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,21,Curso 80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,A disco mecânico,Bicicleta Ksw Xlt Aro 29 21 Vel. Prata Mcz8
172,29,Não informado,Ksw,Não informado,Não informado,Mountain Bike,Alumínio,12v Deore,Não informado,12,Cursor,Trava Guidão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidraulico,Bicicleta Aro 29 Ksw 12v Deore Freio Hidraulico Trava Guidão
173,29,GrafiteAzulPreto,Groove,15 - 17 - 19 - 205,Não informado,Mountain Bike,Alumínio,Hype 10,Não informado,21,Suspensão Groove 80mm crown Alloy c trava no ombro,Cabeamento interno,Não informado,Não informado,Não informado,MTB,29,Não informado,Garantia Vitalícia Limitada,Disco Mecânico,Bicicleta Mountain Bike Aro 29 Groove Hype 10 21V
174,29,Cinz,AXW,Não informado,Não informado,Não informado,Alumíno 6061,Não informado,29,24,Diant2,Freio Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Acessórios,Disco Hidráulico,Bicicleta Axw Aro29 Cinz 24vel Susp Diant+2 Acessórios
175,26,Verde,MARIA CLARA BIKES,17,Não informado,Urbana,AÇO,Não informado,AERO,6,Não informado,"Cadeirinha, Cesta",Não informado,Não informado,Não informado,Não informado,Não informado,135,Não informado,V-BRAKE,Bicicleta Urbana aro 26 com cadeirinha cesta forte 6v Verde
176,12,Não informado,Nathor,Não informado,Feminino,Não informado,Aço carbono,Flower,Não informado,Não informado,Não informado,"Pneus antiderrapantes, Paralamas em polipropileno, Rodinhas para apoio atrás, Estampa Flower, Suporte para garrafinha de água, Cesta na parte da frente",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Tambor,Bicicleta aro 12 flower nathor
177,12,Não informado,Nathor,Não informado,Infantil,Não informado,Aço carbono,FIRE MAN,Não informado,Não informado,Não informado,"Limitador de giro do guidão, Regulagem de ângulo do guidão e da altura do selim, Pneus em EVA, Garrafinha e cestinha ou plaquinha, Mesa de direção em nylon reforçado",Não informado,Não informado,Não informado,Não informado,Não informado,21kg,Não informado,Tambor,Bicicleta Infantil Nathor 3 a 6 anos FIRE MAN Aro 12 Com Rodinhas
178,29,Não informado,KOG,Não informado,Adulto,Mountain Bike,Alumínio,Não informado,29,21,Dianteira,Não informado,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 Adulta KOG 21 Velocidades 3x7 Marcha Freio a Disco e Suspensão Dianteira de 80mm
179,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,Não informado,29,12,Com Trava,Freio Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Bike aro 29 KSW 12V Freio Hidráulico Susp C Trava
180,29,branco,Tecultra,19,Não informado,Elétrica,alumínio,Tecultra30,29,21,ferro importado,Não informado,bateria de lítio,350w,Não informado,urbano,Não informado,120 kg,Não informado,disco mecânico,Bicicleta Elétrica Tecultra3.0 12Ah Motor 350W-Quadro 19 B
181,29,PretoRosa,Ksw,Não informado,Feminina,Não informado,Alumínio,Mwza,29,24,Com Trava,"Câmbios Shimano Altus, Freios Hidráulicos, Garfo Com Trava",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulicos,Bicicleta Aro 29 Ksw Mwza Feminina Câmbios Shimano Altus 24v K7 Alumínio Freios Hidráulicos Garfo Com Trava - Preto/Rosa
182,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,27,Suspensão de 100mm de Curso com Trava no Ombro,Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico K7,Disco Hidráulico,Bicicleta Aro 29 KSW XLT 27v Hidráulico K7 e Trava
183,29,Não informado,KSW,Não informado,Feminina,MTB,Alumínio,Sunny,29,21V,80MM,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro Retro Feminina 29 KSW Sunny 21V Cambios Shimano Freio a Disco Mecânico
184,29,Não informado,Ksw,Não informado,Não informado,Não informado,Alumínio,Não informado,Não informado,21v,Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Ksw Cambios Shimano 21v Freios Hidraulicos
185,29,Não informado,KRW,Não informado,Não informado,Não informado,Alumínio,Spotlight SX1,29,24,mecânico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 KRW Spotlight Alumínio Shimano TZ 24 Vel Freio a Disco SX1
186,29,Não informado,Absolute,"15, 17, 19, 21",Não informado,Mountain Bike,Alumínio,Cripto,29,18,Cursor,Trava E K7,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Hidráulica,Disco,Bicicleta Aro 29 Cripto 18v Absolute Hidráulica Trava E K7
187,29,Amarela,GTI,19,Não informado,Não informado,Alumínio,Roma,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta GTI Roma Aro 29 Quadro 19 Alumínio Amarela 24V .
188,29,PretoLaranja,DRAIS,19,Não informado,Não informado,ALUMÍNIO,ALUMINUM,29,24,80MM,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,"Bicicleta Drais Freio a Disco Hidráulico 24V Aro 29 Preto/Laranja 19"" - 223"
189,29,Branco,Absolute,Não informado,Feminina,Não informado,Alumínio,Hera,29,27,Com Trava no Guidão,Rapid Fire,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Pré montada,Hidráulicos,Bicicleta Aro 29 Absolute Hera Feminina Alumínio Câmbios Shimano Alívio e Altus 27v Freios Hidráulicos Garfo Com Trava no Guidão - Branco
190,29,Preto  Laranja,Dropp,Não informado,Não informado,MTB,Alumínio 6061,Z4-X,Não informado,24,Garfo c curso de 80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Dropp Z4-X  Hidráulico 24 Preto  Laranja
191,29,Não informado,KRW,155,Não informado,Mountain,Alumínio,S21,29,21,Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 KRW Alumínio Shimano TZ 21 Velocidades Marchas Freio a Disco Suspensão Mountain  Bike  S21
192,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,27,100mm de Curso com Trava no Ombro,Hidráulico K7 e Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KSW XLT 27v Hidráulico K7 e Trava
193,12,Aqua,Nathor,Não informado,Infantil,Não informado,Aço carbono,Não informado,12,Não informado,Não informado,"Limitador de giro do guidão, Freio a tambor, Regulagem de ângulo do guidão e da altura do selim, Pneus em EVA, Garrafinha e cestinha ou plaquinha, Mesa de direção em nylon reforçado",Não informado,Não informado,Não informado,Não informado,Não informado,21 kg,Não informado,Tambor,Bicicleta Infantil Nathor Aqua Aro 12
194,29,Não informado,KOG,Não informado,Não informado,Mountain Bike,Alumínio,Não informado,29,21,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Urbana,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro 29 KOG 21 Marcha Cambio Shimano Freio a Disco
195,29,PretoRosa,Drais,15 - 185,Não informado,MTB,Alumínio,ALUMINUM,29,21V,Não informado,Engate Rápido,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,"Bicicleta Aro 29 Drais Câmbio Shimano 21V MTB Aluminun Preto/Rosa 15"" - 185"
196,16,Não informado,Bianini,Não informado,Masculina,Infantil,AÇO,Não informado,16,Não informado,Rigido,"Paralamas, Cobre Corrente",Não informado,Não informado,Não informado,Não informado,Não informado,30 kg,Nylon,Não informado,Bic. ARO 16 MASCULINA BIANINI
197,29,Não informado,Cripto,Não informado,Não informado,Não informado,Alumínio 6061,Não informado,Não informado,24,Curso de 100mm com trava,Não informado,Não informado,Não informado,Não informado,Urbano e trilhas leves,Não informado,Não informado,Não informado,Hidraulico a Disco de 160mm,Bicicleta Aro 29 Cripto 24v Shimano Fr. Hidraulico/Trava/K7
198,29,Preto Verde,Spaceline,19,Não informado,MTB,Alumínio,Vega,Não informado,21,Suspensão de 80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,130 Kg,Não informado,Disco Mecânico,Bicicleta MTB Vega Quadro 19 Aro 29 Alumínio 21 Marchas Freio Mecânico Preto Verde - Spaceline
199,29,Não informado,Não informado,"15, 17, 19, 21",Não informado,Não informado,Alumínio 6061,Cripto,Não informado,24,Curso de 100mm com trava,Trava K7,Não informado,Não informado,Não informado,Urbano e trilhas leves,Não informado,Não informado,Não informado,Hidráulico a disco de 160mm,Bicicleta Aro 29 Cripto 24v Shimano Fr. Hidraulico/Trava/K7
200,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,Não informado,29,24,100mm com Trava,"Freio a Disco, Cubo K7, Trava no Ombro",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta MTB Aro 29 KSW 24V Freio a Disco Cubo K7 e Trava
201,Não informado,Não informado,Buba,Não informado,Não informado,Equilíbrio,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,20 Kg,4 Rodas,Não informado,Bicicleta De Equilíbrio 4 Rodas Bebê Sem Pedal Infantil Buba
202,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,12,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 12 Velocidades e Freios Hidráulico
203,29,Preta,Absolute,Não informado,Não informado,Não informado,Alumínio,Wild,29,27,Com Trava,"Câmbio Traseiro Shimano Alívio e Altus, Freio Hidráulico, Garfo Com Trava",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Absolute Wild Alumínio Câmbio Traseiro Shimano Alívio e Altus 27v Freio Hidráulico Garfo Com Trava - Preta
204,29,Não informado,Dropp,21,Não informado,Não informado,Alumínio,Rs1,29,24,Suspensão com Trava,Freio Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Dropp Rs1 24v Freio Hidráulico Shimano Acera Tamanho do Quadro 21 XG
205,29,Não informado,KSW,Não informado,Não informado,MTB,alumínio,Não informado,29,8,mecânica,Não informado,Não informado,Não informado,Não informado,passeios,Não informado,Não informado,Não informado,a disco,Bicicleta Aro 29 Ksw Alum 24v Câmbios Shimano Freio A Disco
206,29,Não informado,KSW,Não informado,FEMININO,Não informado,Alumínio,MWZA,29,8v,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,BICICLETA ARO 29 KSW MWZA FEMININO 24v HIDRÁULICO
207,Não informado,Não informado,Sundown,Não informado,Não informado,Não informado,Aluminium,Graciosa,Não informado,18 Marchas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Bicicleta Aluminium Graciosa Sundown 18 Marchas
208,29,Não informado,KSW,21 Polegadas,Não informado,MTB,Alumínio,Não informado,29,24,OVER,Não informado,Não informado,Não informado,Não informado,Urbana,Não informado,Não informado,Não informado,Hidráulico,Bicicleta KSW Aro 29 Câmbio Shimano 24 Marchas Cubos K7 Freio Hidráulico com Suspensão
209,29,Nero,Absolute,4,Não informado,Não informado,Alumínio,Nero 4,29,12,100mm,Cambio Shimano Deore,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 Absolute Nero 4 12v Cambio Shimano Deore
210,14,Rosa,Nathor,Único,Não informado,Infantil,Alumínio,First Pro,Não informado,Não informado,Rígido,Rodas de treinamento,Não informado,Não informado,Não informado,Não informado,Não informado,25 Kg,Selim PU com Abraçadeira em Alumínio e Trava de SegurançabrGuidão AçobrPneu Com Câmara de BorrachabrRaio ABS,Disco,Bicicleta Infantil Aro 14 First Pro Alumínio Rosa Nathor
211,20,Rosa,Nathor,Não informado,Não informado,Não informado,Aço carbono,Bella,20,Não informado,Não informado,"Movimento central deslocado, Freios V-Brake, Maçaneta em alumínio, Pezinho de descanso, Protetor de corrente, Pneus com câmara",Não informado,Não informado,Não informado,Não informado,Não informado,70 kg,"Idade mínima recomendada A partir de 8 anos, Altura máxima recomendada 120  150 cm",V-Brake,Bicicleta Aro 20 Bella Nathor - Rosa
212,29,Não informado,KSW,Não informado,Não informado,Não informado,Alumínio,XLT100,29,12,100mm de Curso Com Trava no Ombro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KSW XLT100 12 Velocidades Relação Absolute
213,29,Não informado,Oggi,44  50,Não informado,Mountain Bike,Alumínio,Big Wheel 70,Não informado,18,MTB,Não informado,Não informado,Não informado,Não informado,Não informado,155 17 19 21,Não informado,Não informado,Disco,Bicicleta Oggi Big Wheel 7.0 Aro 29 18V A22
214,16,Vermelho,UNITOYS,Não informado,Unissex,Infantil,Não informado,Moto Cross,Não informado,Não informado,Dianteira,"Suspensão Dianteira, Rodas de Treinamento",Não informado,Não informado,Não informado,Não informado,Não informado,60kg,Guidão bmx,V brakes,Bicicleta Infantil Moto Cross Aro 16 Freios V brakes Unitoys
215,29,Não informado,Absolute,Não informado,Não informado,MTB,Alumínio,Nero 3,29,21,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta MTB Aro 29 Absolute Nero 21 Velocidade Freio Disco
216,29,Branca,Absolute,21,Não informado,Não informado,Alumínio,Nero III,Não informado,21,Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta aro 29 Absolute Nero III Alumínio 21 marchas Freio a Disco Suspensão Branca Tam.21
217,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,Não informado,29,24,100mm,Trava no ombro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta MTB Aro 29 KSW 24V Freio a Disco Cubo K7 e Trava
218,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,12,Com Trava,Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 12V Freio Hidráulico Susp C Trava
219,16,Verde,Monark,Não informado,Masculino,BMX,Aço carbono,BMX ARO 16,16,Única,Não informado,"Cobre corrente circular, manete de freio com ajuste, guidão com desenho esportivo e pintura em cores vibrantes",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,V-brake,Bicicleta Infantil Bmx Monark Aro 16 Verde
220,29,Não informado,GTA,Não informado,Não informado,MTB,Alumínio,20V,29,20,100mm de Curso com Trava no Ombro,Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bike MTB 29 GTA 20V 2x10 Shimano Deore k7 F Hidráulico Trava
221,29,Nero,Absolute,4,Não informado,MTB,Alumínio,Não informado,29,27,Sem Trava,Hidraulico Cubo K7,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta MTB Aro 29 Absolute Nero 4 27V Hidraulico Cubo K7
222,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,24,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 24V Cambio Shimano Freio Hidráulico
223,29,Não informado,Netuno,18 Pol,Não informado,Passeio,Aço Carbono,Houston,29 Pol,21,Mode,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,100kg,Não informado,disco mecânico,Bicicleta Netuno Passeio Aro 29 21 Marchas Houston
224,20,Preto,Houston,Não informado,Infantil,Não informado,Aço carbono,Trup,20,Não informado,Não informado,Refletores manuais e folheto,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,V-Brake,Bicicleta infantil aro 20 freio V-Brake - Trup - Houston
225,12 Polegadas,Não informado,Verden Bikes,Não informado,Unissex,Bicicleta equilíbrio,Aço carbono,Safari Baby Balance,Não informado,Não informado,Não aplicável,Cesta Sem corrente Leve,Não informado,Não informado,Não informado,Não informado,Único,21 kg,Não informado,Não aplicável,Bicicleta Verden Balance Safari Baby
226,26,rosa,MARIA CLARA BIKES,17,feminina,vime,aço,Não informado,aero parede dupla,6,Não informado,cestinha,Não informado,Não informado,Não informado,Não informado,único,135,Não informado,V-BRAKE,Bicicleta feminina aro 26 cestinha tipo vime 6 marchas rosa
227,29,Não informado,KSW,Não informado,Não informado,Não informado,Alumínio,XLT,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 KSW XLT 24V Cambios Shimano Freio a Disco
228,29,Preto e Rosa,X-PROBIKE,Não informado,Não informado,Não informado,alumínio 6061,Não informado,29,21,mecânica,Não informado,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Não informado,a Disco,Bicicleta Aro 29 Freio a Disco 21v Preto e Rosa X-PROBIKE
229,12,Não informado,StyllBaby,Não informado,Infantil,Bicicleta,Aço carbono,Não informado,Não informado,Não informado,Não informado,"Manoplas e manetes anatômicos, cobre corrente com fechamento completo, rodas, para-lamas protetores, selim de plástico resistente, pneus sem câmara, rodinhas auxiliares em EVA",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Certificado pelo INMETRO,Não informado,Bicicleta StyllBaby Infantil Aro 12
230,29,Grafite,Ksw,Não informado,Não informado,Mountain Bike,Alumínio,Xlt,Não informado,24,Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,A Disco,Bicicleta Aro 29 Ksw Xlt 24v Freio A Disco Suspensão Mountain Bike Alumínio - Grafite
231,29,Não informado,Não informado,15,Não informado,Não informado,Alumínio,Cripto,Não informado,24,Curso de 100mm com trava,Não informado,Não informado,Não informado,Não informado,Urbana e Trilhas Leves,Não informado,Não informado,Não informado,Hidráulico a Disco,Bicicleta Aro 29 Cripto 24v Shimano Fr. Hidraulico/Trava/K7
232,26,Amarelo Neon,Colli Bike,18,Não informado,Mountain Bike,Aço Carbono,GPS,Aero Preto 36 Furos,21,Dupla,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,100 Kg,Não informado,V-Brake,Bicicleta GPS Aro 26 Aço 21 Marchas Dupla Suspensão Freio V-Brake Amarelo Neon - Colli Bike
233,29,Não informado,KOG,Não informado,Não informado,MTB,Alumínio,Não informado,29,12,Trava no Ombro,Cabeamento Interno,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 MTB KOG 12V Freios Hidráulicos e Trava
234,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT 2020,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aluminio Aro 29 KSW 24 Marchas Freio Hidráulico
235,20,Não informado,Pro-X,Não informado,Não informado,BMX,Aço,Série 1,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Dirt Jump, Freestyle, Miniramp, Vertical, Flatland",Não informado,Não informado,Não informado,V-Brake,Bicicleta pro x bmx serie 1 freio v-brake aro 20
236,29,Não informado,GT,Não informado,Não informado,Não informado,Alumínio,Sprint MX7,29,27,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta 29 GT Sprint 27 Marchas index Modelo MX7 Freio a Disco Quadro Alumínio
237,29,Não informado,KSW,15 17 19 e 21,Não informado,MTB,Alumínio,XLT,29,24,Dianteira,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta 29 KSW XLT 24 Marchas Freio a Disco Alumínio MTB Suspensão Dianteira 32r
238,29,Cinza e Verde,TSW,155,Não informado,mtb,Alumínio,Hunch Plus,29,24,Dianteira,Trava Remota,Não informado,Não informado,Não informado,MTB,Não informado,120 kg,Não informado,Disco Hidráulico,Bicicleta mtb tsw hunch plus 27v tam 15.5 flamingo
239,20,Verde Água,Nathor,Não informado,Feminino,Infantil,Aço carbono,Antonella,Não informado,Não informado,Não informado,"Mesa Head-Set, Aro em alumínio, Maçaneta com ajuste do freio, Movimento central avançado, Pezinho de descanso exclusivo, Pneus com câmaras, Freios V-brake, Paralamas, Cestinha",Não informado,Não informado,Não informado,Não informado,Não informado,55kg,Capacete Infantil com Regulagem Rosa Nathor,V-brake,Bicicleta Feminina Aro 20 Antonella Verde Água com Capacete
240,29,Grafite,Absolute,Não informado,Não informado,Não informado,Alumínio,Nero 4,29,21,Suspensão,"Cabos Internos, Garfo Suspensão, Freio a Disco",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 Absolute Nero 4 Alumínio Cabos Internos 21v Freio a Disco Garfo Suspensão - Grafite
241,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,Não informado,29,24,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta MTB Aro 29 KSW 24V Freio a Disco Cubo Cassete 8V
242,29,Não informado,KOG,Não informado,Não informado,MTB,Alumínio,Não informado,29,12,100mm Trava no Ombro,Cabeamento Interno,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 MTB KOG 12V Freios Hidráulicos e Trava
243,29,Não informado,KOG,Não informado,Não informado,Mountain Bike,Alumínio,Não informado,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KOG 24 Marcha Freio Disco Hidráulico
244,12,Não informado,Nathor,Não informado,Feminino,Infantil,Aço carbono,Gatinha,Não informado,Não informado,Não informado,"Cestinha, Garrafinha, Limitador de giro do guidão, Freio a tambor, Regulagem de ângulo do guidão e da altura do selim, Pneus em EVA, Selim em PU, Mesa de direção em nylon reforçado",Não informado,Não informado,Não informado,Não informado,Não informado,21kg,Não informado,Tambor,Bicicleta Aro 12 Gatinha Com Cestinha E Garrafinha - Nathor
245,29,PretoVermelho,Absolute,4,Não informado,Não informado,Alumínio,Nero 4,29,18,Com Trava,Cabeamento Interno,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulicos,Bicicleta Aro 29 Absolute Nero 4 2x9 Freios Hidráulicos Garfo Com Trava Cabeamento Interno 18v Alumínio - Preto/Vermelho
246,29,Não informado,Ksw,Não informado,Não informado,Não informado,ALUMÍNIO,Não informado,29,8v,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,HIDRAULICO,Bicicleta Aro 29 Ksw 24v Câmbios Shimano E Freio Hidráulico
247,26,Não informado,Tito,Não informado,Não informado,Mountain Bike,Não informado,Mission,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Bicicleta Tito Mission Mountain Bike Aro 26
248,29,Não informado,Athor,17,Não informado,Não informado,Alumínio,Rider,29,24,29 ATR 80mm com trava no ombro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Athor Rider Aro 29 Shimano Altus 24V Freio Hidráulico Tam.17
249,29,Preto,Ksw,Não informado,Não informado,Não informado,Aluminio,Xlt,Não informado,21,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,A disco mecânico,Bicicleta Ksw Xlt Aro 29 21 Vel. Preto Mcz8
250,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,24V,29,24,Com Trava no Guidão,Freios a Disco Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bike 29 MTB KSW 24V 3x8 Shimano Acera Trava no Guidão K7
251,29,PretoPrata,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,29,24,Trava,Rapid Fire,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Ksw Xlt 24v K7 Câmbios Shimano Freio Hidráulico Garfo com Trava Pneu Faixa Bege - Preto/Prata
252,29,Rosa,Raider,19,Não informado,MTB,Alumínio,Z3X-PRO,Não informado,27,Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,130 Kg,Não informado,Hidráulico,Bicicleta Aro 29 MTB Z3X-PRO Quadro 19 Alumínio 27V Shimano Freio Hidráulico Rosa - Raider
253,29,Não informado,Dropp,15,Não informado,Mountain Bike,Alumínio,Aluminium Altus,Não informado,27,Suspensão Preto 80 mm,Não informado,Não informado,Não informado,Não informado,Mountain Bike,Não informado,130 Kg,Não informado,Freio a disco hidráulico 160 mm preto,Bicicleta Quadro 15 Aro 29 Alumínio Altus 27 Marchas Freio a Disco Hidráulico - Dropp
254,29,PretoBranco,Drais,Não informado,Não informado,Não informado,alumínio,Aluminum,29,24,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,"Bicicleta Drais Aro 29 24V Câmbios Shimano Freio a Disco 17"" Preto/Branco - 303"
255,29,Branco,Absolute,4,Não informado,Não informado,Alumínio,Nero 4,Não informado,12,Com trava no ombro,Freios Hidráulicos,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Kit 1x12,Hidráulicos,Bicicleta Aro 29 Absolute Nero 4 12v Garfo com Trava K7 11/50 Freios Hidráulicos Kit 1x12 Pneu com Faixa Bege - Branco
256,26,Verde,Vikingx,Não informado,Não informado,Não informado,Alumínio,Tuff,Vmaxx,21,60mm,Freio Hidráulico a Disco,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Aros Pretos,Hidráulico a Disco,Bicicleta Aro 26 Vikingx Tuff Verde 21v Alumínio Freio Hidráulico a Disco Aros Vmaxx Pretos
257,29,Não informado,DRAIS,Não informado,Não informado,MTB,ALUMÍNIO 6061,ALUMINUM,29,21v,Aro 29 PRETO 80MM,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco Hidráulico,Bicicleta 29 Drais 21v Câmbio Shimano Freio a disco Hidráulico MTB  Aluminio 32r
